ChargePeriodStart,ChargePeriodEnd,BillingCurrency,EffectiveCost,BilledCost,ChargeCategory,ChargeDescription,ServiceName,ServiceCategory,RegionId,SubAccountId,ResourceId,ResourceType,SkuId,PricingQuantity,PricingUnit
2024-09-20T13:00:00.000Z,2024-09-20T14:00:00.000Z,USD,14.24,14.24,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,142.4,vCPU-Hours
2024-09-20T14:00:00.000Z,2024-09-20T15:00:00.000Z,USD,26.29,26.29,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,262.9,vCPU-Hours
2024-09-20T15:00:00.000Z,2024-09-20T16:00:00.000Z,USD,16.9,16.9,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,169,vCPU-Hours
2024-09-20T16:00:00.000Z,2024-09-20T17:00:00.000Z,USD,25.7,25.7,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,257,vCPU-Hours
2024-09-20T17:00:00.000Z,2024-09-20T18:00:00.000Z,USD,24.88,24.88,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,248.8,vCPU-Hours
2024-09-20T18:00:00.000Z,2024-09-20T19:00:00.000Z,USD,27.17,27.17,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,271.7,vCPU-Hours
2024-09-20T19:00:00.000Z,2024-09-20T20:00:00.000Z,USD,22.35,22.35,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,223.5,vCPU-Hours
2024-09-20T20:00:00.000Z,2024-09-20T21:00:00.000Z,USD,11.91,11.91,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,119.1,vCPU-Hours
2024-09-20T21:00:00.000Z,2024-09-20T22:00:00.000Z,USD,9.59,9.59,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,95.9,vCPU-Hours
2024-09-20T22:00:00.000Z,2024-09-20T23:00:00.000Z,USD,12.5,12.5,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,125,vCPU-Hours
2024-09-20T23:00:00.000Z,2024-09-21T00:00:00.000Z,USD,8.83,8.83,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,88.3,vCPU-Hours
2024-09-21T00:00:00.000Z,2024-09-21T01:00:00.000Z,USD,6.01,6.01,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,60.1,vCPU-Hours
2024-09-21T01:00:00.000Z,2024-09-21T02:00:00.000Z,USD,10.17,10.17,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,101.7,vCPU-Hours
2024-09-21T02:00:00.000Z,2024-09-21T03:00:00.000Z,USD,5.61,5.61,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,56.1,vCPU-Hours
2024-09-21T03:00:00.000Z,2024-09-21T04:00:00.000Z,USD,5.87,5.87,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,58.7,vCPU-Hours
2024-09-21T04:00:00.000Z,2024-09-21T05:00:00.000Z,USD,3.86,3.86,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,38.6,vCPU-Hours
2024-09-21T05:00:00.000Z,2024-09-21T06:00:00.000Z,USD,7.66,7.66,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,76.6,vCPU-Hours
2024-09-21T06:00:00.000Z,2024-09-21T07:00:00.000Z,USD,8.33,8.33,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,83.3,vCPU-Hours
2024-09-21T07:00:00.000Z,2024-09-21T08:00:00.000Z,USD,5.12,5.12,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,51.2,vCPU-Hours
2024-09-21T08:00:00.000Z,2024-09-21T09:00:00.000Z,USD,4.81,4.81,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,48.1,vCPU-Hours
2024-09-21T09:00:00.000Z,2024-09-21T10:00:00.000Z,USD,7.64,7.64,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,76.4,vCPU-Hours
2024-09-21T10:00:00.000Z,2024-09-21T11:00:00.000Z,USD,4.32,4.32,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,43.2,vCPU-Hours
2024-09-21T11:00:00.000Z,2024-09-21T12:00:00.000Z,USD,9.67,9.67,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,96.7,vCPU-Hours
2024-09-21T12:00:00.000Z,2024-09-21T13:00:00.000Z,USD,9.6,9.6,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,96,vCPU-Hours
2024-09-21T13:00:00.000Z,2024-09-21T14:00:00.000Z,USD,8.32,8.32,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,83.2,vCPU-Hours
2024-09-21T14:00:00.000Z,2024-09-21T15:00:00.000Z,USD,7.44,7.44,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,74.4,vCPU-Hours
2024-09-21T15:00:00.000Z,2024-09-21T16:00:00.000Z,USD,10.42,10.42,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,104.2,vCPU-Hours
2024-09-21T16:00:00.000Z,2024-09-21T17:00:00.000Z,USD,4.21,4.21,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,42.1,vCPU-Hours
2024-09-21T17:00:00.000Z,2024-09-21T18:00:00.000Z,USD,8.08,8.08,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,80.8,vCPU-Hours
2024-09-21T18:00:00.000Z,2024-09-21T19:00:00.000Z,USD,7.78,7.78,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,77.8,vCPU-Hours
2024-09-21T19:00:00.000Z,2024-09-21T20:00:00.000Z,USD,9.88,9.88,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,98.8,vCPU-Hours
2024-09-21T20:00:00.000Z,2024-09-21T21:00:00.000Z,USD,3.62,3.62,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,36.2,vCPU-Hours
2024-09-21T21:00:00.000Z,2024-09-21T22:00:00.000Z,USD,6.99,6.99,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,69.9,vCPU-Hours
2024-09-21T22:00:00.000Z,2024-09-21T23:00:00.000Z,USD,5.96,5.96,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,59.6,vCPU-Hours
2024-09-21T23:00:00.000Z,2024-09-22T00:00:00.000Z,USD,7.67,7.67,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,76.7,vCPU-Hours
2024-09-22T00:00:00.000Z,2024-09-22T01:00:00.000Z,USD,9.26,9.26,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,92.6,vCPU-Hours
2024-09-22T01:00:00.000Z,2024-09-22T02:00:00.000Z,USD,6.26,6.26,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,62.6,vCPU-Hours
2024-09-22T02:00:00.000Z,2024-09-22T03:00:00.000Z,USD,10.31,10.31,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,103.1,vCPU-Hours
2024-09-22T03:00:00.000Z,2024-09-22T04:00:00.000Z,USD,6.96,6.96,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,69.6,vCPU-Hours
2024-09-22T04:00:00.000Z,2024-09-22T05:00:00.000Z,USD,5.52,5.52,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,55.2,vCPU-Hours
2024-09-22T05:00:00.000Z,2024-09-22T06:00:00.000Z,USD,8.7,8.7,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,87,vCPU-Hours
2024-09-22T06:00:00.000Z,2024-09-22T07:00:00.000Z,USD,9.07,9.07,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,90.7,vCPU-Hours
2024-09-22T07:00:00.000Z,2024-09-22T08:00:00.000Z,USD,5.4,5.4,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,54,vCPU-Hours
2024-09-22T08:00:00.000Z,2024-09-22T09:00:00.000Z,USD,4.87,4.87,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,48.7,vCPU-Hours
2024-09-22T09:00:00.000Z,2024-09-22T10:00:00.000Z,USD,10.03,10.03,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,100.3,vCPU-Hours
2024-09-22T10:00:00.000Z,2024-09-22T11:00:00.000Z,USD,9.97,9.97,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,99.7,vCPU-Hours
2024-09-22T11:00:00.000Z,2024-09-22T12:00:00.000Z,USD,6.4,6.4,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,64,vCPU-Hours
2024-09-22T12:00:00.000Z,2024-09-22T13:00:00.000Z,USD,9.36,9.36,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,93.6,vCPU-Hours
2024-09-22T13:00:00.000Z,2024-09-22T14:00:00.000Z,USD,7.82,7.82,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,78.2,vCPU-Hours
2024-09-22T14:00:00.000Z,2024-09-22T15:00:00.000Z,USD,7.4,7.4,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,74,vCPU-Hours
2024-09-22T15:00:00.000Z,2024-09-22T16:00:00.000Z,USD,7.96,7.96,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,79.6,vCPU-Hours
2024-09-22T16:00:00.000Z,2024-09-22T17:00:00.000Z,USD,9.58,9.58,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,95.8,vCPU-Hours
2024-09-22T17:00:00.000Z,2024-09-22T18:00:00.000Z,USD,8.69,8.69,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,86.9,vCPU-Hours
2024-09-22T18:00:00.000Z,2024-09-22T19:00:00.000Z,USD,7.86,7.86,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,78.6,vCPU-Hours
2024-09-22T19:00:00.000Z,2024-09-22T20:00:00.000Z,USD,4.07,4.07,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,40.7,vCPU-Hours
2024-09-22T20:00:00.000Z,2024-09-22T21:00:00.000Z,USD,8.19,8.19,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,81.9,vCPU-Hours
2024-09-22T21:00:00.000Z,2024-09-22T22:00:00.000Z,USD,10.18,10.18,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,101.8,vCPU-Hours
2024-09-22T22:00:00.000Z,2024-09-22T23:00:00.000Z,USD,3.85,3.85,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,38.5,vCPU-Hours
2024-09-22T23:00:00.000Z,2024-09-23T00:00:00.000Z,USD,5.03,5.03,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,50.3,vCPU-Hours
2024-09-23T00:00:00.000Z,2024-09-23T01:00:00.000Z,USD,9.78,9.78,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,97.8,vCPU-Hours
2024-09-23T01:00:00.000Z,2024-09-23T02:00:00.000Z,USD,9.41,9.41,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,94.1,vCPU-Hours
2024-09-23T02:00:00.000Z,2024-09-23T03:00:00.000Z,USD,14.32,14.32,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,143.2,vCPU-Hours
2024-09-23T03:00:00.000Z,2024-09-23T04:00:00.000Z,USD,8.81,8.81,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,88.1,vCPU-Hours
2024-09-23T04:00:00.000Z,2024-09-23T05:00:00.000Z,USD,14.66,14.66,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,146.6,vCPU-Hours
2024-09-23T05:00:00.000Z,2024-09-23T06:00:00.000Z,USD,10.96,10.96,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,109.6,vCPU-Hours
2024-09-23T06:00:00.000Z,2024-09-23T07:00:00.000Z,USD,7.44,7.44,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,74.4,vCPU-Hours
2024-09-23T07:00:00.000Z,2024-09-23T08:00:00.000Z,USD,6.05,6.05,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,60.5,vCPU-Hours
2024-09-23T08:00:00.000Z,2024-09-23T09:00:00.000Z,USD,20.82,20.82,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,208.2,vCPU-Hours
2024-09-23T09:00:00.000Z,2024-09-23T10:00:00.000Z,USD,22.43,22.43,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,224.3,vCPU-Hours
2024-09-23T10:00:00.000Z,2024-09-23T11:00:00.000Z,USD,20.28,20.28,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,202.8,vCPU-Hours
2024-09-23T11:00:00.000Z,2024-09-23T12:00:00.000Z,USD,15.79,15.79,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,157.9,vCPU-Hours
2024-09-23T12:00:00.000Z,2024-09-23T13:00:00.000Z,USD,21.75,21.75,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,217.5,vCPU-Hours
2024-09-23T13:00:00.000Z,2024-09-23T14:00:00.000Z,USD,22.9,22.9,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,229,vCPU-Hours
2024-09-23T14:00:00.000Z,2024-09-23T15:00:00.000Z,USD,26.54,26.54,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,265.4,vCPU-Hours
2024-09-23T15:00:00.000Z,2024-09-23T16:00:00.000Z,USD,18.93,18.93,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,189.3,vCPU-Hours
2024-09-23T16:00:00.000Z,2024-09-23T17:00:00.000Z,USD,14.39,14.39,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,143.9,vCPU-Hours
2024-09-23T17:00:00.000Z,2024-09-23T18:00:00.000Z,USD,26.57,26.57,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,265.7,vCPU-Hours
2024-09-23T18:00:00.000Z,2024-09-23T19:00:00.000Z,USD,20.96,20.96,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,209.6,vCPU-Hours
2024-09-23T19:00:00.000Z,2024-09-23T20:00:00.000Z,USD,19.42,19.42,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,194.2,vCPU-Hours
2024-09-23T20:00:00.000Z,2024-09-23T21:00:00.000Z,USD,8.75,8.75,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,87.5,vCPU-Hours
2024-09-23T21:00:00.000Z,2024-09-23T22:00:00.000Z,USD,6.4,6.4,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,64,vCPU-Hours
2024-09-23T22:00:00.000Z,2024-09-23T23:00:00.000Z,USD,9.26,9.26,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,92.6,vCPU-Hours
2024-09-23T23:00:00.000Z,2024-09-24T00:00:00.000Z,USD,9.56,9.56,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,95.6,vCPU-Hours
2024-09-24T00:00:00.000Z,2024-09-24T01:00:00.000Z,USD,7.28,7.28,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,72.8,vCPU-Hours
2024-09-24T01:00:00.000Z,2024-09-24T02:00:00.000Z,USD,9.91,9.91,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,99.1,vCPU-Hours
2024-09-24T02:00:00.000Z,2024-09-24T03:00:00.000Z,USD,7.13,7.13,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,71.3,vCPU-Hours
2024-09-24T03:00:00.000Z,2024-09-24T04:00:00.000Z,USD,9.07,9.07,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,90.7,vCPU-Hours
2024-09-24T04:00:00.000Z,2024-09-24T05:00:00.000Z,USD,14.54,14.54,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,145.4,vCPU-Hours
2024-09-24T05:00:00.000Z,2024-09-24T06:00:00.000Z,USD,7.11,7.11,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,71.1,vCPU-Hours
2024-09-24T06:00:00.000Z,2024-09-24T07:00:00.000Z,USD,8.22,8.22,Usage,"USD 0.10 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Amazon Relational Database Service,Databases,us-west-2,46124420288,,,TB3JHXC6ZCYSVN98,82.2,vCPU-Hours
